#;Date-Time (CEST);Temperature   (°C);RH   (%);Dew Point   (°C);Started;Host Connected;End of File;LogID
3570;05/21/2025 15:15:00;18,15;45,15;6,09;;;;7
3571;05/21/2025 15:30:00;17,6;47,12;6,21;;;;7
3572;05/21/2025 15:45:00;17,7;47,11;6,3;;;;7
3573;05/21/2025 16:00:00;17,5;47,18;6,14;;;;7
3574;05/21/2025 16:15:00;17,25;48,2;6,22;;;;7
3575;05/21/2025 16:30:00;17,21;47,82;6,07;;;;7
3576;05/21/2025 16:45:00;17,08;47,11;5,73;;;;7
3577;05/21/2025 17:00:00;16,95;49,48;6,32;;;;7
3578;05/21/2025 17:15:00;16,85;47,52;5,64;;;;7
3579;05/21/2025 17:30:00;16,4;48,97;5,66;;;;7
3580;05/21/2025 17:45:00;16,1;47,83;5,05;;;;7
3581;05/21/2025 18:00:00;15,96;47;4,67;;;;7
3582;05/21/2025 18:15:00;15,58;46,32;4,12;;;;7
3583;05/21/2025 18:30:00;15,47;47,53;4,39;;;;7
3584;05/21/2025 18:45:00;14,69;49,16;4,15;;;;7
3585;05/21/2025 19:00:00;14,51;50,63;4,4;;;;7
3586;05/21/2025 19:15:00;14,54;49,71;4,17;;;;7
3587;05/21/2025 19:30:00;14,18;50,96;4,19;;;;7
3588;05/21/2025 19:45:00;13,4;51,94;3,74;;;;7
3589;05/21/2025 20:00:00;13,1;54,19;4,07;;;;7
3590;05/21/2025 20:15:00;12,88;54,44;3,92;;;;7
3591;05/21/2025 20:30:00;12,36;56,59;3,99;;;;7
3592;05/21/2025 20:45:00;11,74;59,47;4,12;;;;7
3593;05/21/2025 21:00:00;11,33;62,08;4,35;;;;7
3594;05/21/2025 21:15:00;11,24;63,31;4,54;;;;7
3595;05/21/2025 21:30:00;11,13;63,82;4,55;;;;7
3596;05/21/2025 21:45:00;10,74;65,52;4,56;;;;7
3597;05/21/2025 22:00:00;10,38;66,47;4,41;;;;7
3598;05/21/2025 22:15:00;10,15;67,4;4,4;;;;7
3599;05/21/2025 22:30:00;9,86;69,2;4,5;;;;7
3600;05/21/2025 22:45:00;9,82;70,16;4,65;;;;7
3601;05/21/2025 23:00:00;9,66;71,3;4,73;;;;7
3602;05/21/2025 23:15:00;9,52;72,37;4,81;;;;7
3603;05/21/2025 23:30:00;9,33;73,53;4,85;;;;7
3604;05/21/2025 23:45:00;9,34;75,83;5,3;;;;7
3605;05/22/2025 00:00:00;9,75;76,32;5,79;;;;7
3606;05/22/2025 00:15:00;10,19;64,69;3,84;;;;7
3607;05/22/2025 00:30:00;9,81;60,98;2,65;;;;7
3608;05/22/2025 00:45:00;9,42;62,61;2,66;;;;7
3609;05/22/2025 01:00:00;9,47;64,03;3,02;;;;7
3610;05/22/2025 01:15:00;9,31;62,2;2,46;;;;7
3611;05/22/2025 01:30:00;9,03;65,17;2,85;;;;7
3612;05/22/2025 01:45:00;8,72;65,55;2,63;;;;7
3613;05/22/2025 02:00:00;8,47;65,55;2,4;;;;7
3614;05/22/2025 02:15:00;8,38;66,29;2,47;;;;7
3615;05/22/2025 02:30:00;8,42;65,12;2,25;;;;7
3616;05/22/2025 02:45:00;8,19;65,1;2,03;;;;7
3617;05/22/2025 03:00:00;7,77;66,58;1,95;;;;7
3618;05/22/2025 03:15:00;7,56;66,71;1,77;;;;7
3619;05/22/2025 03:30:00;7,35;66,68;1,57;;;;7
3620;05/22/2025 03:45:00;7,41;66,1;1,5;;;;7
3621;05/22/2025 04:00:00;7,45;65,78;1,48;;;;7
3622;05/22/2025 04:15:00;7,58;64,13;1,24;;;;7
3623;05/22/2025 04:30:00;7,61;62,73;0,97;;;;7
3624;05/22/2025 04:45:00;7,69;60,68;0,58;;;;7
3625;05/22/2025 05:00:00;7,76;60,18;0,54;;;;7
3626;05/22/2025 05:15:00;7,71;59,86;0,41;;;;7
3627;05/22/2025 05:30:00;7,63;59,77;0,32;;;;7
3628;05/22/2025 05:45:00;7,75;58,98;0,25;;;;7
3629;05/22/2025 06:00:00;7,63;59,77;0,32;;;;7
3630;05/22/2025 06:15:00;7,73;60,58;0,6;;;;7
3631;05/22/2025 06:30:00;8,08;60,08;0,81;;;;7
3632;05/22/2025 06:45:00;8,22;59,93;0,91;;;;7
3633;05/22/2025 07:00:00;7,92;61,32;0,95;;;;7
3634;05/22/2025 07:15:00;8,28;60,6;1,12;;;;7
3635;05/22/2025 07:30:00;8,91;59,95;1,56;;;;7
3636;05/22/2025 07:45:00;9,01;57,36;1,04;;;;7
3637;05/22/2025 08:00:00;9,08;57,95;1,25;;;;7
3638;05/22/2025 08:15:00;9,78;55,9;1,41;;;;7
3639;05/22/2025 08:30:00;10,16;56,52;1,92;;;;7
3640;05/22/2025 08:45:00;10,57;53,84;1,62;;;;7
3641;05/22/2025 09:00:00;10,88;53,98;1,95;;;;7
3642;05/22/2025 09:15:00;11,22;53,82;2,22;;;;7
3643;05/22/2025 09:30:00;10,59;55,58;2,09;;;;7
3644;05/22/2025 09:45:00;11,52;53,99;2,54;;;;7
3645;05/22/2025 10:00:00;11,1;55,62;2,57;;;;7
3646;05/22/2025 10:15:00;11,27;53,05;2,06;;;;7
3647;05/22/2025 10:30:00;11,01;57,12;2,86;;;;7
3648;05/22/2025 10:45:00;11,83;55,05;3,1;;;;7
3649;05/22/2025 11:00:00;11,92;51,96;2,38;;;;7
3650;05/22/2025 11:15:00;11,78;52,84;2,49;;;;7
3651;05/22/2025 11:30:00;11,68;54,88;2,92;;;;7
3652;05/22/2025 11:45:00;12,35;52,46;2,91;;;;7
3653;05/22/2025 12:00:00;11,62;56,31;3,23;;;;7
3654;05/22/2025 12:15:00;11,17;56,65;2,9;;;;7
3655;05/22/2025 12:30:00;10,78;59,04;3,11;;;;7
3656;05/22/2025 12:45:00;10,56;60,72;3,3;;;;7
3657;05/22/2025 13:00:00;10,59;59,34;3,01;;;;7
3658;05/22/2025 13:15:00;10,36;60,58;3,08;;;;7
3659;05/22/2025 13:30:00;11,77;56,85;3,51;;;;7
3660;05/22/2025 13:45:00;10,49;64,2;4,02;;;;7
3661;05/22/2025 14:00:00;9,97;65,44;3,8;;;;7
3662;05/22/2025 14:15:00;8,52;70,79;3,53;;;;7
3663;05/22/2025 14:30:00;6,87;79,9;3,65;;;;7
3664;05/22/2025 14:45:00;6,61;81,33;3,65;;;;7
3665;05/22/2025 15:00:00;7,88;85;5,52;;;;7
3666;05/22/2025 15:15:00;9,14;82,51;6,32;;;;7
3667;05/22/2025 15:30:00;8,24;76,17;4,31;;;;7
3668;05/22/2025 15:45:00;7,59;79,32;4,25;;;;7
3669;05/22/2025 16:00:00;7,67;81,16;4,65;;;;7
3670;05/22/2025 16:15:00;8,27;80,93;5,2;;;;7
3671;05/22/2025 16:30:00;6,45;80,16;3,29;;;;7
3672;05/22/2025 16:45:00;6,12;82,28;3,33;;;;7
3673;05/22/2025 17:00:00;6,5;83,98;3,99;;;;7
3674;05/22/2025 17:15:00;6,94;84,04;4,43;;;;7
3675;05/22/2025 17:30:00;7,59;84,27;5,12;;;;7
3676;05/22/2025 17:45:00;7,62;81,78;4,72;;;;7
3677;05/22/2025 18:00:00;7,47;81,31;4,49;;;;7
3678;05/22/2025 18:15:00;7,3;80,71;4,21;;;;7
3679;05/22/2025 18:30:00;7,07;80,96;4,03;;;;7
3680;05/22/2025 18:45:00;6,74;79,51;3,46;;;;7
3681;05/22/2025 19:00:00;6,49;79,26;3,16;;;;7
3682;05/22/2025 19:15:00;6,43;79,25;3,11;;;;7
3683;05/22/2025 19:30:00;6,24;78,43;2,77;;;;7
3684;05/22/2025 19:45:00;5,64;80,94;2,63;;;;7
3685;05/22/2025 20:00:00;5,4;82,43;2,66;;;;7
3686;05/22/2025 20:15:00;5,38;83,49;2,81;;;;7
3687;05/22/2025 20:30:00;5,52;82,86;2,84;;;;7
3688;05/22/2025 20:45:00;5,5;82,21;2,71;;;;7
3689;05/22/2025 21:00:00;5,41;82,41;2,66;;;;7
3690;05/22/2025 21:15:00;5,47;82,17;2,68;;;;7
3691;05/22/2025 21:30:00;5,34;83,39;2,76;;;;7
3692;05/22/2025 21:45:00;5,15;84,24;2,71;;;;7
3693;05/22/2025 22:00:00;4,94;84,81;2,6;;;;7
3694;05/22/2025 22:15:00;4,93;83,81;2,43;;;;7
3695;05/22/2025 22:30:00;4,96;80,45;1,89;;;;7
3696;05/22/2025 22:45:00;4,77;82,81;2,1;;;;7
3697;05/22/2025 23:00:00;4,69;83,47;2,14;;;;7
3698;05/22/2025 23:15:00;4,71;85,06;2,41;;;;7
3699;05/22/2025 23:30:00;4,74;84,64;2,38;;;;7
3700;05/22/2025 23:45:00;4,56;83,98;2,09;;;;7
3701;05/23/2025 00:00:00;4,39;83,92;1,92;;;;7
3702;05/23/2025 00:15:00;4,41;84,26;1,99;;;;7
3703;05/23/2025 00:30:00;4,33;83,6;1,8;;;;7
3704;05/23/2025 00:45:00;4,16;83,34;1,59;;;;7
3705;05/23/2025 01:00:00;3,9;83,36;1,34;;;;7
3706;05/23/2025 01:15:00;3,67;84,13;1,24;;;;7
3707;05/23/2025 01:30:00;3,69;85,11;1,42;;;;7
3708;05/23/2025 01:45:00;4,14;85,14;1,87;;;;7
3709;05/23/2025 02:00:00;4,27;85,02;1,98;;;;7
3710;05/23/2025 02:15:00;4,03;84,6;1,67;;;;7
3711;05/23/2025 02:30:00;3,58;84,77;1,26;;;;7
3712;05/23/2025 02:45:00;3,2;85,24;0,97;;;;7
3713;05/23/2025 03:00:00;2,91;85,76;0,77;;;;7
3714;05/23/2025 03:15:00;2,52;85,78;0,38;;;;7
3715;05/23/2025 03:30:00;2,03;85,87;-0,08;;;;7
3716;05/23/2025 03:45:00;1,55;85,79;-0,57;;;;7
3717;05/23/2025 04:00:00;1,24;86,2;-0,81;;;;7
3718;05/23/2025 04:15:00;0,99;86,69;-0,97;;;;7
3719;05/23/2025 04:30:00;1,6;87,71;-0,22;;;;7
3720;05/23/2025 04:45:00;1,94;87,88;0,14;;;;7
3721;05/23/2025 05:00:00;2,11;87,52;0,25;;;;7
3722;05/23/2025 05:15:00;2,29;87,22;0,39;;;;7
3723;05/23/2025 05:30:00;2,43;86,69;0,44;;;;7
3724;05/23/2025 05:45:00;2,43;86,51;0,41;;;;7
3725;05/23/2025 06:00:00;2,51;86,76;0,53;;;;7
3726;05/23/2025 06:15:00;2,69;86,69;0,7;;;;7
3727;05/23/2025 06:30:00;2,76;86,64;0,76;;;;7
3728;05/23/2025 06:45:00;2,98;87,22;1,06;;;;7
3729;05/23/2025 07:00:00;3,43;87,74;1,59;;;;7
3730;05/23/2025 07:15:00;4,06;87,9;2,24;;;;7
3731;05/23/2025 07:30:00;4,87;87,76;3,01;;;;7
3732;05/23/2025 07:45:00;5,53;86,27;3,42;;;;7
3733;05/23/2025 08:00:00;6,08;86,15;3,94;;;;7
3734;05/23/2025 08:15:00;6,75;83,34;4,14;;;;7
3735;05/23/2025 08:30:00;7,13;81,75;4,23;;;;7
3736;05/23/2025 08:45:00;7,43;80,73;4,34;;;;7
3737;05/23/2025 09:00:00;8,01;79,67;4,72;;;;7
3738;05/23/2025 09:15:00;8,7;75,45;4,61;;;;7
3739;05/23/2025 09:30:00;9,34;71,06;4,37;;;;7
3740;05/23/2025 09:45:00;9,97;69,14;4,59;;;;7
3741;05/23/2025 10:00:00;10,64;65,88;4,53;;;;7
3742;05/23/2025 10:15:00;11,12;66,24;5,07;;;;7
3743;05/23/2025 10:30:00;10,88;61,81;3,86;;;;7
3744;05/23/2025 10:45:00;11,64;54,84;2,88;;;;7
3745;05/23/2025 11:00:00;11,38;53,86;2,38;;;;7
3746;05/23/2025 11:15:00;11,37;54,88;2,63;;;;7
3747;05/23/2025 11:30:00;11,97;52,34;2,52;;;;7
3748;05/23/2025 11:45:00;11,13;53,93;2,16;;;;7
3749;05/23/2025 12:00:00;10,98;56,61;2,71;;;;7
3750;05/23/2025 12:15:00;12,56;49,11;2,17;;;;7
3751;05/23/2025 12:30:00;12,97;44,74;1,25;;;;7
3752;05/23/2025 12:45:00;12,96;44,38;1,13;;;;7
3753;05/23/2025 13:00:00;13,14;46,02;1,79;;;;7
3754;05/23/2025 13:15:00;13,75;47,34;2,75;;;;7
3755;05/23/2025 13:30:00;13,99;49,53;3,62;;;;7
3756;05/23/2025 13:45:00;14,37;41,95;1,62;;;;7
3757;05/23/2025 14:00:00;14,43;42,07;1,72;;;;7
3758;05/23/2025 14:15:00;14,78;39,9;1,29;;;;7
3759;05/23/2025 14:30:00;14,83;42,39;2,18;;;;7
3760;05/23/2025 14:45:00;14,66;43,21;2,3;;;;7
3761;05/23/2025 15:00:00;14,45;42,57;1,9;;;;7
3762;05/23/2025 15:15:00;13,82;43,36;1,59;;;;7
3763;05/23/2025 15:30:00;14,86;46,21;3,43;;;;7
3764;05/23/2025 15:45:00;14,42;50,77;4,36;;;;7
3765;05/23/2025 16:00:00;14,32;48,5;3,61;;;;7
3766;05/23/2025 16:15:00;14,33;47,75;3,4;;;;7
3767;05/23/2025 16:30:00;14,09;47,34;3,06;;;;7
3768;05/23/2025 16:45:00;13;54,08;3,94;;;;7
3769;05/23/2025 17:00:00;12,4;52,33;2,92;;;;7
3770;05/23/2025 17:15:00;12,34;54,28;3,38;;;;7
3771;05/23/2025 17:30:00;13,02;52,55;3,55;;;;7
3772;05/23/2025 17:45:00;13,25;48,06;2,51;;;;7
3773;05/23/2025 18:00:00;12,73;49,2;2,35;;;;7
3774;05/23/2025 18:15:00;12,42;49,34;2,11;;;;7
3775;05/23/2025 18:30:00;12,65;53,51;3,47;;;;7
3776;05/23/2025 18:45:00;12,82;54,38;3,86;;;;7
3777;05/23/2025 19:00:00;12,29;57,03;4,04;;;;7
3778;05/23/2025 19:15:00;12,61;58,4;4,68;;;;7
3779;05/23/2025 19:30:00;13,32;52,8;3,9;;;;7
3780;05/23/2025 19:45:00;13,7;51,28;3,84;;;;7
3781;05/23/2025 20:00:00;13,44;50,65;3,42;;;;7
3782;05/23/2025 20:15:00;12,82;49,26;2,46;;;;7
3783;05/23/2025 20:30:00;12,17;51,66;2,53;;;;7
3784;05/23/2025 20:45:00;11,55;53,61;2,47;;;;7
3785;05/23/2025 21:00:00;11,12;55,8;2,63;;;;7
3786;05/23/2025 21:15:00;10,63;58,72;2,89;;;;7
3787;05/23/2025 21:30:00;10,37;59,81;2,91;;;;7
3788;05/23/2025 21:45:00;10,34;59,04;2,69;;;;7
3789;05/23/2025 22:00:00;9,67;60,94;2,51;;;;7
3790;05/23/2025 22:15:00;9,18;63,04;2,52;;;;7
3791;05/23/2025 22:30:00;8,7;64,9;2,47;;;;7
3792;05/23/2025 22:45:00;8,52;66,23;2,59;;;;7
3793;05/23/2025 23:00:00;8,5;66,78;2,69;;;;7
3794;05/23/2025 23:15:00;8,38;67,29;2,68;;;;7
3795;05/23/2025 23:30:00;8,21;68,59;2,79;;;;7
3796;05/23/2025 23:45:00;8,11;69,54;2,88;;;;7
3797;05/24/2025 00:00:00;7,99;70,11;2,88;;;;7
3798;05/24/2025 00:15:00;7,83;71,51;3,01;;;;7
3799;05/24/2025 00:30:00;7,75;72,37;3,1;;;;7
3800;05/24/2025 00:45:00;7,76;72,2;3,08;;;;7
3801;05/24/2025 01:00:00;7,78;71,65;2,99;;;;7
3802;05/24/2025 01:15:00;7,86;70,4;2,82;;;;7
3803;05/24/2025 01:30:00;8,03;69,73;2,85;;;;7
3804;05/24/2025 01:45:00;8,12;69,72;2,93;;;;7
3805;05/24/2025 02:00:00;8,21;69,66;3,01;;;;7
3806;05/24/2025 02:15:00;8,2;70,4;3,15;;;;7
3807;05/24/2025 02:30:00;8,06;71,38;3,21;;;;7
3808;05/24/2025 02:45:00;8,09;72,15;3,39;;;;7
3809;05/24/2025 03:00:00;8,06;72,53;3,43;;;;7
3810;05/24/2025 03:15:00;7,93;73,78;3,55;;;;7
3811;05/24/2025 03:30:00;7,78;74,36;3,52;;;;7
3812;05/24/2025 03:45:00;7,77;75,04;3,64;;;;7
3813;05/24/2025 04:00:00;7,65;75,12;3,54;;;;7
3814;05/24/2025 04:15:00;7,62;75,19;3,52;;;;7
3815;05/24/2025 04:30:00;7,58;75,82;3,6;;;;7
3816;05/24/2025 04:45:00;7,43;76,56;3,59;;;;7
3817;05/24/2025 05:00:00;7,37;76,93;3,59;;;;7
3818;05/24/2025 05:15:00;7,16;79,51;3,86;;;;7
3819;05/24/2025 05:30:00;6,89;80,87;3,84;;;;7
3820;05/24/2025 05:45:00;6,87;81,67;3,96;;;;7
3821;05/24/2025 06:00:00;6,9;82,45;4,13;;;;7
3822;05/24/2025 06:15:00;6,91;82,64;4,17;;;;7
3823;05/24/2025 06:30:00;7,05;82,88;4,35;;;;7
3824;05/24/2025 06:45:00;7,17;83,09;4,5;;;;7
3825;05/24/2025 07:00:00;7,38;83,01;4,69;;;;7
3826;05/24/2025 07:15:00;7,63;82,69;4,89;;;;7
3827;05/24/2025 07:30:00;7,85;81,68;4,92;;;;7
3828;05/24/2025 07:45:00;8,36;80,62;5,23;;;;7
3829;05/24/2025 08:00:00;8,82;79,2;5,43;;;;7
3830;05/24/2025 08:15:00;9,55;77,58;5,84;;;;7
3831;05/24/2025 08:30:00;9,67;75,59;5,58;;;;7
3832;05/24/2025 08:45:00;10,44;76,34;6,47;;;;7
3833;05/24/2025 09:00:00;10,09;72,31;5,34;;;;7
3834;05/24/2025 09:15:00;9,99;70,53;4,89;;;;7
3835;05/24/2025 09:30:00;10,13;70,83;5,09;;;;7
3836;05/24/2025 09:45:00;10,27;71,48;5,35;;;;7
3837;05/24/2025 10:00:00;10,93;68,76;5,42;;;;7
3838;05/24/2025 10:15:00;11,54;66,71;5,57;;;;7
3839;05/24/2025 10:30:00;11,44;65,44;5,2;;;;7
3840;05/24/2025 10:45:00;11,68;63,07;4,9;;;;7
3841;05/24/2025 11:00:00;11,82;62,02;4,79;;;;7
3842;05/24/2025 11:15:00;12,18;59,27;4,48;;;;7
3843;05/24/2025 11:30:00;12,28;55,76;3,7;;;;7
3844;05/24/2025 11:45:00;12,28;58;4,27;;;;7
3845;05/24/2025 12:00:00;12,74;56,97;4,44;;;;7
3846;05/24/2025 12:15:00;12,61;53,28;3,37;;;;7
3847;05/24/2025 12:30:00;13,17;52,68;3,73;;;;7
3848;05/24/2025 12:45:00;14,28;50,83;4,25;;;;7
3849;05/24/2025 13:00:00;14,5;44,4;2,53;;;;7
3850;05/24/2025 13:15:00;15,59;44,38;3,52;;;;7
3851;05/24/2025 13:30:00;15,86;46,84;4,53;;;;7
3852;05/24/2025 13:45:00;15,66;51,17;5,62;;;;7
3853;05/24/2025 14:00:00;15,43;49,41;4,9;;;;7
3854;05/24/2025 14:15:00;15,44;48,7;4,7;;;;7
3855;05/24/2025 14:30:00;16,13;49,85;5,67;;;;7
3856;05/24/2025 14:45:00;16,36;48,14;5,39;;;;7
3857;05/24/2025 15:00:00;16,21;49,8;5,74;;;;7
3858;05/24/2025 15:15:00;17,23;47,22;5,9;;;;7
3859;05/24/2025 15:30:00;17,29;46,47;5,72;;;;7
3860;05/24/2025 15:45:00;16,17;50,71;5,96;;;;7
3861;05/24/2025 16:00:00;16,96;49,67;6,39;;;;7
3862;05/24/2025 16:15:00;16,96;49,24;6,26;;;;7
3863;05/24/2025 16:30:00;17,37;47,32;6,06;;;;7
3864;05/24/2025 16:45:00;16,77;50,18;6,36;;;;7
3865;05/24/2025 17:00:00;17;48,27;6,01;;;;7
3866;05/24/2025 17:15:00;17,63;46,51;6,05;;;;7
3867;05/24/2025 17:30:00;17,88;46,75;6,35;;;;7
3868;05/24/2025 17:45:00;17,64;46,21;5,96;;;;7
3869;05/24/2025 18:00:00;17,37;46,89;5,93;;;;7
3870;05/24/2025 18:15:00;17,18;46,79;5,72;;;;7
3871;05/24/2025 18:30:00;17,08;49,37;6,41;;;;7
3872;05/24/2025 18:45:00;17,43;48,51;6,47;;;;7
3873;05/24/2025 19:00:00;17,21;48,5;6,27;;;;7
3874;05/24/2025 19:15:00;16,94;49,28;6,26;;;;7
3875;05/24/2025 19:30:00;16,36;49,55;5,8;;;;7
3876;05/24/2025 19:45:00;16,06;52,5;6,36;;;;7
3877;05/24/2025 20:00:00;15,92;52,71;6,29;;;;7
3878;05/24/2025 20:15:00;15,6;52,47;5,93;;;;7
3879;05/24/2025 20:30:00;15,32;54,33;6,17;;;;7
3880;05/24/2025 20:45:00;14,83;56,31;6,23;;;;7
3881;05/24/2025 21:00:00;14,22;56,46;5,7;;;;7
3882;05/24/2025 21:15:00;13,65;58,34;5,64;;;;7
3883;05/24/2025 21:30:00;13,44;59,09;5,62;;;;7
3884;05/24/2025 21:45:00;13,38;59,89;5,76;;;;7
3885;05/24/2025 22:00:00;13,46;59,17;5,66;;;;7
3886;05/24/2025 22:15:00;13,47;60,27;5,94;;;;7
3887;05/24/2025 22:30:00;13,51;60,35;6;;;;7
3888;05/24/2025 22:45:00;13,65;60,63;6,19;;;;7
3889;05/24/2025 23:00:00;13,73;60,69;6,28;;;;7
3890;05/24/2025 23:15:00;13,61;61,63;6,39;;;;7
3891;05/24/2025 23:30:00;13,47;62,71;6,51;;;;7
3892;05/24/2025 23:45:00;13,3;62,74;6,36;;;;7
3893;05/25/2025 00:00:00;13,25;62,94;6,36;;;;7
3894;05/25/2025 00:15:00;13,11;63,33;6,32;;;;7
3895;05/25/2025 00:30:00;12,9;63,93;6,25;;;;7
3896;05/25/2025 00:45:00;12,67;64,82;6,24;;;;7
3897;05/25/2025 01:00:00;12,37;65,54;6,11;;;;7
3898;05/25/2025 01:15:00;12,63;64,04;6,02;;;;7
3899;05/25/2025 01:30:00;12,59;64,36;6,05;;;;7
3900;05/25/2025 01:45:00;12,17;65,55;5,92;;;;7
3901;05/25/2025 02:00:00;11,9;66,47;5,87;;;;7
3902;05/25/2025 02:15:00;11,59;68,2;5,94;;;;7
3903;05/25/2025 02:30:00;11,37;68,88;5,87;;;;7
3904;05/25/2025 02:45:00;11,24;69,46;5,87;;;;7
3905;05/25/2025 03:00:00;11,17;69,56;5,83;;;;7
3906;05/25/2025 03:15:00;11,25;68,54;5,69;;;;7
3907;05/25/2025 03:30:00;11,43;67,54;5,65;;;;7
3908;05/25/2025 03:45:00;11,51;67,16;5,64;;;;7
3909;05/25/2025 04:00:00;11,47;67,68;5,72;;;;7
3910;05/25/2025 04:15:00;11,45;67,23;5,6;;;;7
3911;05/25/2025 04:30:00;11,38;67,29;5,54;;;;7
3912;05/25/2025 04:45:00;11,45;67,01;5,55;;;;7
3913;05/25/2025 05:00:00;11,48;66,75;5,53;;;;7
3914;05/25/2025 05:15:00;11,55;66,95;5,63;;;;7
3915;05/25/2025 05:30:00;11,69;68,45;6,09;;;;7
3916;05/25/2025 05:45:00;11,64;69,94;6,36;;;;7
3917;05/25/2025 06:00:00;11,56;70,75;6,44;;;;7
3918;05/25/2025 06:15:00;11,48;71,58;6,54;;;;7
3919;05/25/2025 06:30:00;11,43;73,17;6,81;;;;7
3920;05/25/2025 06:45:00;11,14;76,03;7,09;;;;7
3921;05/25/2025 07:00:00;10,77;79,59;7,39;;;;7
3922;05/25/2025 07:15:00;10,63;81,64;7,63;;;;7
3923;05/25/2025 07:30:00;10,72;81,41;7,68;;;;7
3924;05/25/2025 07:45:00;10,73;81,95;7,79;;;;7
3925;05/25/2025 08:00:00;10,66;82,8;7,87;;;;7
3926;05/25/2025 08:15:00;10,81;83,42;8,12;;;;7
3927;05/25/2025 08:30:00;10,84;83,61;8,19;;;;7
3928;05/25/2025 08:45:00;10,83;83,92;8,23;;;;7
3929;05/25/2025 09:00:00;10,82;84,45;8,31;;;;7
3930;05/25/2025 09:15:00;10,95;84,7;8,48;;;;7
3931;05/25/2025 09:30:00;10,98;84,96;8,56;;;;7
3932;05/25/2025 09:45:00;11,17;85,09;8,77;;;;7
3933;05/25/2025 10:00:00;11,34;85,08;8,94;;;;7
3934;05/25/2025 10:15:00;11,63;84,43;9,11;;;;7
3935;05/25/2025 10:30:00;11,79;83,44;9,09;;;;7
3936;05/25/2025 10:45:00;12,13;82,88;9,32;;;;7
3937;05/25/2025 11:00:00;12,36;82,59;9,5;;;;7
3938;05/25/2025 11:15:00;12,21;83,72;9,55;;;;7
3939;05/25/2025 11:30:00;12;85,11;9,59;;;;7
3940;05/25/2025 11:45:00;12,03;86,37;9,84;;;;7
3941;05/25/2025 12:00:00;12,22;86,98;10,13;;;;7
3942;05/25/2025 12:15:00;12,49;87,07;10,41;;;;7
3943;05/25/2025 12:30:00;12,63;87;10,54;;;;7
3944;05/25/2025 12:45:00;12,87;87,15;10,8;;;;7
3945;05/25/2025 13:00:00;13,12;87,13;11,05;;;;7
3946;05/25/2025 13:15:00;13,44;87,07;11,34;;;;7
3947;05/25/2025 13:30:00;13,64;86,84;11,5;;;;7
3948;05/25/2025 13:45:00;14,09;86,91;11,96;;;;7
3949;05/25/2025 14:00:00;14,34;86,43;12,12;;;;7
3950;05/25/2025 14:15:00;14,92;86,57;12,71;;;;7
3951;05/25/2025 14:30:00;15,11;84,83;12,59;;;;7
3952;05/25/2025 14:45:00;15,04;85,32;12,62;;;;7
3953;05/25/2025 15:00:00;14,99;85,39;12,58;;;;7
3954;05/25/2025 15:15:00;15,04;85,74;12,69;;;;7
3955;05/25/2025 15:30:00;15,19;86,11;12,91;;;;7
3956;05/25/2025 15:45:00;15,25;85,15;12,79;;;;7
3957;05/25/2025 16:00:00;15,42;85,79;13,07;;;;7
3958;05/25/2025 16:15:00;15,92;85,27;13,47;;;;7
3959;05/25/2025 16:30:00;15,92;82,75;13,01;;;;7
3960;05/25/2025 16:45:00;16,17;83,42;13,38;;;;7
3961;05/25/2025 17:00:00;16,02;81,21;12,82;;;;7
3962;05/25/2025 17:15:00;15,91;81,92;12,85;;;;7
3963;05/25/2025 17:30:00;16,52;83,82;13,8;;;;7
3964;05/25/2025 17:45:00;17,15;80,11;13,71;;;;7
3965;05/25/2025 18:00:00;17,39;80,94;14,11;;;;7
3966;05/25/2025 18:15:00;17,58;76,16;13,35;;;;7
3967;05/25/2025 18:30:00;17,09;77,09;13,07;;;;7
3968;05/25/2025 18:45:00;16,49;78,84;12,82;;;;7
3969;05/25/2025 19:00:00;16,08;80,13;12,68;;;;7
3970;05/25/2025 19:15:00;14,6;80,23;11,25;;;;7
3971;05/25/2025 19:30:00;13,53;83,39;10,79;;;;7
3972;05/25/2025 19:45:00;13,18;84,89;10,71;;;;7
3973;05/25/2025 20:00:00;13,16;85,43;10,78;;;;7
3974;05/25/2025 20:15:00;13,11;84,44;10,56;;;;7
3975;05/25/2025 20:30:00;13,03;84,95;10,57;;;;7
3976;05/25/2025 20:45:00;13,06;85,41;10,68;;;;7
3977;05/25/2025 21:00:00;13,09;85,35;10,7;;;;7
3978;05/25/2025 21:15:00;12,93;85,45;10,56;;;;7
3979;05/25/2025 21:30:00;12,6;85,13;10,18;;;;7
3980;05/25/2025 21:45:00;12,31;86,43;10,12;;;;7
3981;05/25/2025 22:00:00;12,32;87,21;10,27;;;;7
3982;05/25/2025 22:15:00;12,21;87,16;10,15;;;;7
3983;05/25/2025 22:30:00;11,96;86,94;9,86;;;;7
3984;05/25/2025 22:45:00;11,75;87,32;9,73;;;;7
3985;05/25/2025 23:00:00;11,62;87,57;9,64;;;;7
3986;05/25/2025 23:15:00;11,44;87,82;9,51;;;;7
3987;05/25/2025 23:30:00;11,24;87,89;9,32;;;;7
3988;05/25/2025 23:45:00;11,16;88,39;9,33;;;;7
3989;05/26/2025 00:00:00;11,19;88,55;9,39;;;;7
3990;05/26/2025 00:15:00;11,22;88,82;9,45;;;;7
3991;05/26/2025 00:30:00;11,26;88,9;9,51;;;;7
